N,Year,TLen,Species,number,PerpDist,
2628,2011,47,SandPartridge,2,5.0,
2629,2011,47,WhiteCrownedWheater,1,0.0,
2630,2011,47,DesertLark,1,27.0,
2631,2011,47,WhiteCrownedWheater,1,0.0,
2632,2011,47,ScrubWarbler,2,8.0,
2633,2011,47,SandPartridge,1,75.0,
2634,2011,47,WhiteCrownedWheater,2,24.5,
2635,2011,47,ScrubWarbler,1,24.5,
2636,2011,47,ScrubWarbler,2,60.0,
2637,2011,47,SandPartridge,1,75.0,
2638,2011,47,ScrubWarbler,1,75.0,
2639,2011,47,WhiteCrownedWheater,2,43.0,
2640,2011,47,WhiteCrownedWheater,1,0.0,
2641,2011,47,RockMartin,1,0.0,
2642,2011,47,WhiteCrownedWheater,1,13.0,
2643,2011,47,WhiteCrownedWheater,2,16.5,
2644,2011,47,HoodedWheater,1,0.0,
2645,2011,47,CragMartin,3,107.0,
2646,2011,47,HoodedWheater,1,21.0,
2647,2011,47,ScrubWarbler,3,25.0,
2648,2011,47,WhiteCrownedWheater,2,40.0,
2649,2011,47,WhiteCrownedWheater,1,18.0,
2650,2011,47,WhiteCrownedWheater,2,50.0,
2651,2011,47,ScrubWarbler,2,0.0,
2652,2011,47,ScrubWarbler,1,13.0,
2653,2011,47,DesertLark,2,15.0,
2654,2011,47,WhiteCrownedWheater,1,35.0,
2655,2011,47,ScrubWarbler,1,28.0,
2656,2011,47,ScrubWarbler,2,0.0,
2657,2011,47,ScrubWarbler,1,5.0,
2658,2011,47,ScrubWarbler,1,20.0,
2659,2011,47,WhiteCrownedWheater,1,0.0,
2660,2011,47,ScrubWarbler,3,0.0,
2661,2011,47,ScrubWarbler,1,25.0,
2662,2011,47,WhiteCrownedWheater,1,25.0,
2663,2011,47,ScrubWarbler,2,39.0,
2664,2011,47,WhiteCrownedWheater,1,23.0,
2665,2011,47,unknownwheatear ,1,10.0,
2666,2011,47,WhiteCrownedWheater,1,40.0,
2667,2011,47,WhiteCrownedWheater,1,40.0,
2668,2011,47,Chukar,2,0.0,
2669,2011,47,WhiteCrownedWheater,1,12.0,
2670,2011,47,ScrubWarbler,1,150.0,
2671,2011,47,ScrubWarbler,1,150.0,
2672,2011,47,WhiteCrownedWheater,1,54.0,
2673,2011,47,ScrubWarbler,3,13.0,
2674,2011,47,WhiteCrownedWheater,1,0.0,
2675,2011,47,unknownwheatear,1,0.0,
2676,2011,47,ScrubWarbler,1,0.0,
2677,2011,47,HoodedWheater,1,37.0,
2678,2011,47,ScrubWarbler,2,0.0,
2679,2011,47,SandPartridge,1,40.0,
2680,2011,47,DesertLark,1,28.0,
2681,2011,47,WhiteCrownedWheater,1,0.0,
2682,2011,47,DesertLark,1,0.0,
2683,2011,47,WhiteCrownedWheater,1,41.0,
2684,2011,47,RockDove,2,35.0,
2685,2011,47,RockMartin,1,20.0,
2686,2011,47,WhiteCrownedWheater,1,27.0,
2687,2011,47,DesertLark,1,20.0,
2688,2011,47,ScrubWarbler,2,0.0,
2689,2011,47,DesertLark,1,0.0,
2690,2011,47,WhiteCrownedWheater,1,50.0,
2691,2011,47,CollaredDove,1,0.0,
2692,2011,47,SandPartridge,5,42.0,
2693,2011,47,WhiteCrownedWheater,1,0.0,
2694,2011,47,HoodedWheater,1,0.0,
2695,2011,47,ScrubWarbler,2,9.0,
2696,2011,47,WhiteCrownedWheater,1,0.0,
2697,2011,47,ScrubWarbler,2,0.0,
2698,2011,47,Chukar,2,75.0,
2699,2011,47,WhiteCrownedWheater,1,0.0,
2700,2011,47,ScrubWarbler,1,30.0,
2701,2011,47,DesertLark,2,16.0,
2702,2011,47,WhiteCrownedWheater,2,0.0,
2703,2011,47,DesertLark,4,0.0,
2704,2011,47,SandPartridge,3,72.0,
2705,2011,47,WhiteCrownedWheater,1,37.0,
2706,2011,47,SandPartridge,2,100.0,
2707,2011,47,WhiteCrownedWheater,1,52.0,
2708,2011,47,ScrubWarbler,2,32.0,
2709,2011,47,WhiteCrownedWheater,1,47.0,
2710,2011,47,DesertLark,3,23.0,
2711,2011,47,DesertLark,1,0.0,
2712,2011,47,ScrubWarbler,2,0.0,
2713,2011,47,WhiteCrownedWheater,1,7.0,
2714,2011,47,WhiteCrownedWheater,1,62.0,
2715,2011,47,CragMartin,1,123.0,
2716,2011,47,DesertLark,1,38.0,
2717,2011,47,WhiteCrownedWheater,1,15.0,
2718,2011,47,WhiteCrownedWheater,1,0.0,
2719,2011,47,Longeared Owl,1,2.0,
2720,2011,47,ScrubWarbler,1,30.0,
2721,2011,47,DesertLark,2,12.0,
2722,2011,47,WhiteCrownedWheater,1,0.0,
2723,2011,47,Blackstart,1,57.0,
2724,2011,47,WhiteCrownedWheater,1,0.0,
2725,2011,47,TrumpterFinch,5,0.0,
2726,2011,47,WhiteCrownedWheater,1,0.0,
2727,2011,47,RockDove,1,0.0,
2728,2011,47,CollaredDove,1,45.0,
2729,2011,47,SandPartridge,6,62.0,
2730,2011,47,Blackstart,1,0.0,
2731,2011,47,ScrubWarbler,2,7.0,
2732,2011,47,RockDove,1,18.0,
2733,2011,47,WhiteCrownedWheater,2,6.0,
2734,2011,47,DesertLark,1,0.0,
2735,2011,47,CollaredDove,1,0.0,
2736,2011,47,ScrubWarbler,1,15.0,
2737,2011,47,WhiteCrownedWheater,1,41.0,
2738,2011,47,ScrubWarbler,1,42.0,
2739,2011,47,ScrubWarbler,1,0.0,
2740,2011,47,ScrubWarbler,2,10.0,
2741,2011,47,DesertLark,2,30.0,
2742,2011,47,WhiteCrownedWheater,1,0.0,
2743,2011,47,ScrubWarbler,2,18.0,
2744,2011,47,WhiteCrownedWheater,1,18.0,
2745,2011,47,WhiteCrownedWheater,1,35.0,
2746,2011,47,WhiteCrownedWheater,1,0.0,
2747,2011,47,DesertLark,2,0.0,
2748,2011,47,SandPartridge,3,5.0,
2749,2011,47,unknownlark,1,17.0,
2750,2011,47,ScrubWarbler,3,47.0,
2751,2011,47,WhiteCrownedWheater,1,0.0,
2752,2011,47,unknownlark,2,0.0,
2753,2011,47,ScrubWarbler,2,3.0,
2754,2011,47,unknownlark,2,0.0,
2755,2011,47,ScrubWarbler,2,5.0,
2756,2011,47,SandPartridge,4,45.0,
2757,2011,47,SandPartridge,5,0.0,
2758,2011,47,DesertLark,2,20.0,
2759,2011,47,DesertLark,2,0.0,
2760,2011,47,WhiteCrownedWheater,1,40.0,
2761,2011,47,SandPartridge,3,50.0,
2762,2011,47,unknownlark,1,18.0,
2763,2011,47,ScrubWarbler,2,20.0,
2764,2011,47,ScrubWarbler,3,16.0,
2765,2011,47,WhiteCrownedWheater,1,200.0,
2766,2011,47,WhiteCrownedWheater,1,8.0,
2767,2011,47,ScrubWarbler,3,8.0,
2768,2011,47,DesertLark,1,0.0,
2769,2011,47,Kestral,1,0.0,
2770,2011,47,RockMartin,2,0.0,
2771,2011,47,CollaredDove,2,0.0,
2772,2011,47,ScrubWarbler,2,32.0,
2773,2011,47,WhiteCrownedWheater,1,62.0,
2774,2011,47,WhiteCrownedWheater,1,7.0,
2775,2011,47,WhiteCrownedWheater,1,0.0,
2776,2011,47,WhiteCrownedWheater,1,18.0,
2777,2011,47,CollaredDove,1,14.0,
2778,2011,47,RockMartin,1,0.0,
2779,2011,47,CollaredDove,2,103.0,
2780,2011,47,WhiteCrownedWheater,1,40.0,
2781,2011,47,CollaredDove,1,0.0,
2782,2011,47,WhiteCrownedWheater,1,77.0,
2783,2011,47,DesertLark,1,0.0,
2784,2011,47,Blackstart,1,117.0,
2785,2011,47,DesertLark,2,12.0,
2786,2011,47,WhiteCrownedWheater,3,69.0,
2787,2011,47,ScrubWarbler,1,0.0,
2788,2011,47,DesertLark,2,0.0,
2789,2011,47,DesertLark,1,100.0,
2790,2011,47,DesertLark,1,19.0,
2791,2011,47,WhiteCrownedWheater,1,45.0,
2792,2011,47,CollaredDove,1,0.0,
2793,2011,47,CollaredDove,1,0.0,
2794,2011,47,WhiteCrownedWheater,1,65.0,
2795,2011,47,DesertLark,4,0.0,
2796,2011,47,DesertLark,2,65.0,
2797,2011,47,SandPartridge,1,125.0,
2798,2011,47,WhiteCrownedWheater,2,95.0,
2799,2011,47,ScrubWarbler,1,95.0,
2800,2011,47,Spectacled Bulbul,1,20.6,
2801,2011,47,rock martin,2,20.6,
2802,2011,47,Tristram's Starling,2,72.6,
2803,2011,47,Blackstart,1,23.0,
2804,2011,47,rock dove,2,22.0,
2805,2011,47,Blackstart,3,51.7,
2806,2011,47,Tristram's Starling,2,76.2,
2807,2011,47,WhiteCrownedWheater,1,30.0,
2808,2011,47,rockmartin,2,30.0,
2809,2011,47,Blackstart,2,30.0,
2810,2011,47,CragMartin,3,44.6,
2811,2011,47,CragMartin,1,21.4,
2812,2011,47,Blackstart,1,40.0,
2813,2011,47,Tristram's Starling,2,97.5,
2814,2011,47,WhiteCrownedWheater,1,46.4,
2815,2011,47,SandPartridge,1,15.0,
2816,2011,47,Blackstart,1,26.3,
2817,2011,47,Tristram's Starling,6,26.3,
2818,2011,47,laughingdove,2,26.3,
2819,2011,47,WhiteCrownedWheater,1,26.3,
2820,2011,47,Blackstart,3,0.0,
2821,2011,47,Spectacled Bulbul,2,26.3,
2822,2011,47,ScrubWarbler,2,0.0,
2823,2011,47,RockMartin,3,20.0,
2824,2011,47,DesertLark,4,0.0,
2825,2011,47,Spectacled Bulbul,3,51.7,
2826,2011,47,RockMartin,2,51.7,
2827,2011,47,WhiteCrownedWheater,2,51.7,
2828,2011,47,RockDove,2,127.5,
2829,2011,47,Tristram's Starling,7,127.5,
2830,2011,47,RockMartin,2,66.0,
2831,2011,47,WhiteCrownedWheater,1,30.0,
2832,2011,47,DesertLark,2,22.5,
2833,2011,47,SandPartridge,1,13.3,
2834,2011,47,brownneckedraven,5,100.0,
2835,2011,47,WhiteCrownedWheater,1,80.0,
2836,2011,47,Tristram's Starling,4,116.7,
2837,2011,47,WhiteCrownedWheater,1,42.5,
2838,2011,47,Blackstart,1,42.5,
2839,2011,47,SandPartridge,1,0.0,
2840,2011,47,brownneckedraven,3,50.0,
2841,2011,47,sootyfalcon,1,50.0,
2842,2011,47,SandPartridge,20,38.3,
2843,2011,47,ScrubWarbler,2,7.0,
2844,2011,47,Tristram's Starling,2,11.0,
2845,2011,47,WhiteCrownedWheater,1,13.0,
2846,2011,47,ScrubWarbler,2,6.0,
2847,2011,47,WhiteCrownedWheater,1,13.0,
2848,2011,47,DesertLark,6,6.0,
2849,2011,47,SandPartridge,3,0.0,
2850,2011,47,RockDove,2,1.0,
2851,2011,47,SandPartridge,10,22.7,
2852,2011,47,WhiteCrownedWheater,1,36.7,
2853,2011,47,Blackstart,2,53.3,
2854,2011,47,ScrubWarbler,1,65.0,
2855,2011,47,SandPartridge,3,26.7,
2856,2011,47,SandPartridge,5,31.3,
2857,2011,47,WhiteCrownedWheater,1,0.0,
2858,2011,47,Blackstart,2,0.0,
2859,2011,47,WhiteCrownedWheater,1,0.0,
2860,2011,47,RockMartin,1,40.0,
2861,2011,47,ScrubWarbler,1,50.0,
2862,2011,47,WhiteCrownedWheater,1,123.3,
2863,2011,47,SandPartridge,3,0.0,
2864,2011,47,olivaceousWarbler,1,22.0,
2865,2011,47,RockDove,2,48.3,
2866,2011,47,WhiteCrownedWheater,1,0.0,
2867,2011,47,WhiteCrownedWheater,1,9.5,
2868,2011,47,RockDove,4,31.3,
2869,2011,47,RockDove,9,17.5,
2870,2011,47,WhiteCrownedWheater,1,4.0,
